76,1071,1088,2021-11-08,2021-12-20,33,1
77,840,601,2017-10-10,2017-12-14,13,1
78,422,190,2019-02-04,2019-03-30,10,1
79,228,1552,2021-11-12,2021-12-04,11,1
80,1435,1154,2021-10-02,2021-11-23,10,1
81,362,642,2019-01-31,2019-03-08,3,1
82,1887,1587,2019-12-08,2020-01-19,8,1
83,745,1339,2021-05-09,2021-06-12,13,1
84,826,582,2021-11-05,2021-12-01,5,1
85,1628,708,2021-01-13,2021-02-26,22,1
86,174,3,2020-12-27,2021-02-20,33,1
87,1937,210,2021-03-25,2021-05-14,40,1
88,391,1563,2020-11-22,2021-01-02,8,1
89,1555,928,2018-01-28,2018-04-11,58,1
90,1971,1123,2020-03-13,2020-06-25,10,1
91,26,709,2019-04-20,2019-05-21,21,1
92,1331,839,2021-12-08,2022-01-09,3,1
93,277,1243,2021-12-22,2022-01-24,19,1
94,1547,379,2020-05-07,2020-07-05,47,1
95,130,1093,2019-03-11,2019-04-14,6,1
96,116,1566,2021-12-17,2022-02-18,25,1
97,295,1528,2020-03-06,2020-05-05,42,1
98,884,817,2019-11-02,2019-12-05,9,1
99,474,302,2021-04-25,2021-06-26,6,1
100,248,588,2019-12-05,2020-01-10,14,1
101,1185,1249,2018-10-07,2018-10-23,8,1
102,538,449,2021-04-18,2021-05-17,20,1
103,1538,1551,2017-12-14,2018-01-26,25,1
104,358,1158,2021-05-06,2021-06-29,10,1
105,1718,333,2020-04-06,2020-05-26,20,1
106,1237,708,2021-12-20,2022-01-12,9,1
107,1713,1050,2021-01-27,2021-02-27,12,1
108,1,1188,2021-03-09,2021-04-08,21,1
109,803,807,2018-01-27,2018-04-08,42,1
110,1963,1430,2021-03-07,2021-04-09,19,1
111,71,270,2019-01-08,2019-02-21,8,1
112,1787,187,2020-11-18,2021-01-16,11,1
113,413,91,2019-10-08,2019-11-07,6,1
114,42,1375,2020-11-25,2021-01-28,51,1
115,1007,555,2021-01-18,2021-02-17,3,1
116,1406,537,2021-09-17,2021-11-08,36,1
117,621,1175,2021-12-08,2022-02-06,48,1
118,774,1345,2021-12-11,2022-01-05,7,1
119,314,1578,2021-12-25,2022-01-23,2,1
120,1343,1409,2019-01-21,2019-03-05,21,1
121,1759,1176,2019-02-20,2019-04-02,20,1
122,1725,1007,2017-03-04,2017-04-05,16,1
123,138,856,2021-09-07,2021-10-08,24,1
124,317,680,2021-10-12,2021-11-08,2,1
125,923,1124,2021-02-13,2021-03-19,17,1
126,183,1332,2021-12-24,2022-01-28,14,1
127,1649,1190,2020-12-20,2021-02-11,42,1
128,1909,961,2020-03-06,2020-04-20,4,1
129,1442,1225,2021-12-17,2022-01-22,25,1
130,1066,1169,2020-11-26,2021-01-21,33,1
131,78,117,2021-03-12,2021-04-23,4,1
132,980,68,2016-03-24,2016-05-15,31,1
133,342,1575,2021-03-18,2021-04-22,17,1
134,1286,1308,2021-01-23,2021-03-09,13,1
135,1242,1116,2021-11-08,2021-12-06,16,1
136,549,1491,2021-04-23,2021-06-09,28,1
137,142,644,2018-12-23,2019-01-22,21,1
138,134,470,2020-03-12,2020-04-27,18,1
139,948,1001,2018-03-20,2018-04-30,24,1
140,1461,1253,2020-01-14,2020-03-09,11,1
141,48,1466,2020-12-03,2021-02-15,59,1
142,506,647,2021-12-12,2022-01-04,13,1
143,759,1265,2020-01-11,2020-03-17,6,1
144,1673,519,2020-03-05,2020-04-15,12,1
145,128,1304,2020-10-22,2020-11-18,10,1
146,6,375,2021-12-19,2022-01-21,19,1
147,512,1474,2021-12-13,2022-01-23,4,1
148,113,441,2021-04-14,2021-05-11,8,1
149,604,1170,2019-11-01,2019-12-15,8,1
150,301,427,2019-01-10,2019-03-28,61,1
151,779,754,2021-12-08,2022-01-21,17,1
152,621,127,2021-04-20,2021-05-29,19,1
153,733,235,2021-01-24,2021-03-01,21,1
154,227,772,2019-11-21,2020-02-17,70,1
155,1675,1289,2021-10-22,2021-12-10,34,1
156,1222,1217,2020-01-22,2020-04-12,64,1
157,504,1467,2021-12-11,2022-02-27,23,1
158,1130,1092,2021-02-27,2021-05-08,21,1
159,787,1118,2020-03-01,2020-05-16,60,1
160,717,24,2019-10-05,2020-01-10,67,1
161,550,1409,2019-12-05,2019-12-27,6,1
162,1095,1120,2020-10-12,2020-12-19,47,1
163,384,995,2019-11-15,2020-01-31,61,1
164,98,879,2019-09-07,2019-10-21,8,1
165,1656,955,2021-04-24,2021-05-20,20,1
166,1421,964,2019-12-19,2020-02-24,20,1
167,229,248,2021-05-14,2021-06-08,5,1
168,1600,680,2021-02-20,2021-04-13,10,1
169,44,444,2020-12-22,2021-02-02,12,1
170,981,357,2021-12-15,2022-03-03,39,1
171,1359,194,2021-03-16,2021-05-30,45,1
172,909,969,2020-02-18,2020-04-27,41,1
173,1341,136,2019-11-28,2020-01-26,29,1
174,1631,130,2021-02-01,2021-03-10,7,1
175,194,285,2018-12-02,2019-01-07,18,1
176,1699,425,2021-04-11,2021-05-14,3,1
177,1507,411,2021-11-25,2022-01-04,24,1
178,903,942,2021-01-27,2021-04-10,29,1
179,888,663,2021-01-22,2021-03-29,6,1
180,899,688,2018-03-15,2018-06-23,80,1
181,1239,1527,2020-04-10,2020-07-07,26,1
182,1157,429,2020-05-15,2020-06-05,10,1
183,916,444,2020-03-24,2020-05-09,13,1
184,172,1245,2021-12-01,2022-01-24,27,1
185,1976,244,2020-02-20,2020-05-20,27,1
186,1547,420,2021-11-29,2022-01-14,13,1
187,232,924,2020-01-28,2020-03-22,37,1
188,1295,179,2021-09-25,2021-12-07,36,1
189,1605,778,2019-09-02,2019-10-28,16,1
190,152,710,2021-01-17,2021-04-18,9,1
191,1355,492,2021-12-02,2022-02-10,14,1
192,790,805,2021-11-15,2021-12-11,5,1
193,1378,112,2021-12-15,2022-01-16,9,1
194,1177,79,2016-01-05,2016-03-01,33,1
195,427,1185,2021-10-30,2021-11-30,3,1
196,455,284,2020-01-03,2020-04-11,39,1
197,518,970,2021-03-05,2021-06-04,36,1
198,1023,1412,2019-01-23,2019-03-17,31,1
199,871,9,2020-04-11,2020-06-19,27,1
200,408,1419,2016-12-05,2017-01-16,33,1
201,440,1397,2021-02-11,2021-03-15,9,1
202,1749,1339,2020-02-20,2020-04-06,9,1
203,912,1346,2021-04-17,2021-06-23,13,1
204,1774,1481,2020-11-19,2021-01-22,32,1
205,1330,1368,2021-12-01,2022-01-07,22,1
206,132,311,2021-12-01,2021-12-23,2,1
207,817,1271,2016-04-08,2016-05-24,13,1
208,1579,688,2020-01-05,2020-03-21,22,1
209,1237,1333,2020-11-02,2020-12-28,22,1
210,483,1135,2019-04-29,2019-06-02,3,1
211,414,43,2021-09-17,2021-10-19,6,1
212,256,1093,2020-05-05,2020-06-29,22,1
213,1623,1390,2020-01-27,2020-03-19,26,1
214,325,126,2020-11-25,2021-01-10,23,1
215,376,1442,2019-03-20,2019-04-26,14,1
216,1035,1136,2020-12-20,2021-01-27,19,1
217,658,810,2021-12-04,2022-02-11,41,1
218,1509,1417,2021-12-30,2022-02-15,23,1
219,113,938,2020-12-16,2021-03-04,46,1
220,906,233,2017-04-30,2017-07-05,52,1
221,1638,1164,2021-12-10,2021-12-31,12,1
222,1957,437,2018-12-03,2018-12-27,14,1
223,1298,508,2021-04-18,2021-05-29,32,1
224,460,1181,2021-04-22,2021-05-29,14,1
225,1017,297,2021-09-16,2021-11-15,42,1
226,1794,847,2020-12-01,2021-01-01,3,1
227,641,216,2020-02-21,2020-03-30,15,1
228,184,1130,2019-10-09,2019-11-26,19,1
229,641,621,2019-02-04,2019-05-04,26,1
230,1388,475,2019-10-15,2019-11-11,10,1
231,1996,1252,2020-09-09,2020-10-12,9,1
232,1520,721,2021-01-22,2021-03-20,28,1
233,48,1592,2021-10-26,2022-01-14,64,1
234,568,674,2021-01-10,2021-03-05,43,1
235,62,829,2020-10-01,2020-10-18,10,1
236,1865,1382,2019-12-08,2020-01-04,2,1
237,433,1530,2018-04-03,2018-04-22,3,1
238,500,1363,2019-12-15,2020-02-17,6,1
239,1547,183,2019-11-13,2019-12-03,4,1
240,1668,1213,2019-02-10,2019-04-11,42,1
241,510,1519,2021-04-30,2021-06-09,12,1
242,862,335,2019-12-25,2020-01-22,8,1
243,1372,367,2021-10-20,2021-11-30,4,1
244,481,1395,2020-12-14,2021-03-01,30,1
245,1997,817,2019-01-10,2019-02-12,19,1
246,1374,749,2021-09-29,2021-10-27,22,1
247,1544,650,2019-11-29,2020-03-11,41,1
248,1491,1171,2016-12-03,2017-02-04,18,1
249,1509,60,2016-10-21,2016-12-06,13,1
250,315,46,2021-10-25,2021-12-09,9,1
251,1676,426,2021-02-02,2021-03-07,6,1
252,708,1586,2019-12-19,2020-01-11,18,1
253,1523,1413,2021-02-02,2021-04-15,28,1
254,1617,87,2021-01-24,2021-02-17,16,1
255,381,1495,2020-05-15,2020-06-12,5,1
256,530,1318,2019-04-20,2019-05-16,15,1
257,1404,21,2020-12-13,2021-02-21,7,1
258,881,1122,2020-02-15,2020-03-11,10,1
259,589,1507,2021-12-15,2022-02-05,41,1
260,266,99,2021-04-18,2021-07-05,39,1
261,170,290,2017-03-04,2017-04-12,31,1
262,479,493,2019-09-05,2019-09-28,13,1
263,449,1380,2021-11-22,2021-12-22,21,1
264,67,227,2019-12-14,2020-01-22,27,1
265,955,488,2019-04-03,2019-05-11,3,1
266,1102,869,2021-03-10,2021-04-15,7,1
267,90,624,2020-01-20,2020-02-15,10,1
268,178,152,2021-01-12,2021-02-11,6,1
269,1718,1147,2019-11-10,2019-12-20,28,1
270,1652,558,2021-04-03,2021-06-16,7,1
271,1434,1081,2020-01-26,2020-04-06,42,1
272,1592,1344,2020-11-24,2020-12-30,3,1
273,1736,12,2018-01-31,2018-02-16,6,1
274,613,1229,2021-01-18,2021-03-12,42,1
275,1324,657,2017-03-02,2017-04-27,5,1
276,834,333,2020-01-25,2020-03-21,5,1
277,1329,948,2020-02-11,2020-03-31,19,1
278,1168,139,2019-02-10,2019-03-23,12,1
279,1449,226,2021-01-09,2021-02-05,2,1
280,1210,771,2020-12-26,2021-02-01,11,1
281,1406,593,2021-12-13,2022-02-25,22,1
282,68,315,2019-01-15,2019-04-05,48,1
283,427,122,2021-03-26,2021-05-31,33,1
284,926,792,2016-11-14,2017-02-03,32,1
285,938,1009,2021-12-28,2022-03-14,7,1
286,173,1422,2021-02-18,2021-03-18,5,1
287,890,301,2020-01-21,2020-02-17,16,1
288,1134,111,2021-12-29,2022-03-17,62,1
289,380,648,2021-04-17,2021-06-17,6,1
290,393,350,2017-04-08,2017-05-02,4,1
291,1302,1155,2021-12-27,2022-03-16,23,1
292,574,1044,2021-02-03,2021-03-10,10,1
293,969,556,2021-09-11,2021-10-13,16,1
294,1468,342,2020-02-07,2020-03-24,27,1
295,760,1225,2021-03-20,2021-04-20,18,1
296,1438,1594,2020-12-12,2021-01-31,5,1
297,1346,810,2021-03-24,2021-06-10,54,1
298,109,158,2021-01-21,2021-02-07,5,1
299,437,322,2021-12-09,2022-01-12,17,1
300,268,1450,2019-02-18,2019-05-10,56,1
301,89,699,2021-01-02,2021-01-20,12,1
302,227,1035,2021-12-18,2022-01-15,16,1
303,1997,438,2021-10-18,2021-11-21,23,1
304,135,530,2021-03-06,2021-04-03,8,1
305,759,1,2018-03-07,2018-04-03,8,1
306,1599,431,2020-12-01,2021-02-04,32,1
307,1391,18,2021-03-21,2021-04-27,7,1
308,1764,1380,2021-01-03,2021-03-03,35,1
309,1671,872,2020-12-31,2021-03-04,18,1
310,1450,1186,2021-12-13,2022-01-27,13,1
311,375,1462,2020-01-27,2020-04-05,20,1
312,1630,34,2019-12-02,2020-02-18,54,1
313,1481,452,2019-04-06,2019-05-02,13,1
314,1664,214,2021-01-09,2021-02-08,15,1
315,975,1137,2021-12-23,2022-01-31,27,1
316,1316,707,2021-01-11,2021-03-04,5,1
317,862,1070,2021-04-28,2021-05-23,10,1
318,1069,698,2017-03-04,2017-05-03,36,1
319,289,766,2016-09-13,2016-10-12,2,1
320,226,824,2019-03-07,2019-05-08,31,1
321,555,348,2021-10-09,2021-11-27,19,1
322,114,988,2021-03-08,2021-05-14,26,1
323,230,723,2021-11-01,2021-12-21,5,1
324,1210,428,2019-11-18,2019-12-19,24,1
325,1891,129,2020-05-26,2020-07-01,7,1
326,1374,310,2019-01-10,2019-02-23,8,1
327,1144,92,2021-01-18,2021-03-13,21,1
328,661,325,2018-11-20,2018-12-17,16,1
329,1082,74,2020-01-19,2020-03-08,29,1
330,534,859,2021-09-16,2021-10-08,2,1
331,1511,1590,2021-03-11,2021-05-17,26,1
332,1959,1190,2020-06-03,2020-06-29,2,1
333,1393,757,2020-11-06,2021-01-08,25,1
334,208,817,2019-12-27,2020-02-08,21,1
335,281,1359,2021-11-09,2021-12-27,14,1
336,1531,244,2019-01-13,2019-03-01,14,1
337,153,222,2019-11-30,2020-01-16,4,1
338,861,445,2019-03-21,2019-04-28,22,1
339,892,310,2019-06-03,2019-06-29,18,1
340,496,459,2021-05-30,2021-06-28,11,1
341,977,384,2021-03-22,2021-05-11,25,1
342,880,1145,2021-12-13,2022-01-29,9,1
343,468,472,2020-01-08,2020-02-28,20,1
344,484,1544,2020-10-27,2020-12-14,14,1
345,807,1332,2020-02-28,2020-04-25,39,1
346,1555,964,2019-02-17,2019-03-24,17,1
347,824,211,2021-01-22,2021-02-26,14,1
348,1838,72,2020-09-16,2020-10-20,6,1
349,513,12,2018-11-28,2019-01-07,24,1
350,460,1203,2021-11-01,2021-11-22,4,1
351,142,1390,2019-03-23,2019-06-01,35,1
352,725,1283,2020-11-05,2020-12-11,7,1
353,1282,1596,2020-01-07,2020-03-02,16,1
354,285,1295,2020-12-09,2021-01-28,35,1
355,1295,1221,2020-01-01,2020-02-05,3,1
356,620,497,2016-11-14,2017-01-22,41,1
357,1724,1018,2021-03-21,2021-04-17,2,1
358,889,34,2019-02-03,2019-04-08,51,1
359,245,1594,2019-03-28,2019-04-26,23,1
360,230,392,2017-02-02,2017-03-18,8,1
361,731,1024,2021-02-18,2021-03-22,22,1
362,1464,301,2020-10-04,2020-10-26,6,1
363,120,774,2020-01-04,2020-02-05,3,1
364,1438,44,2020-04-13,2020-06-08,5,1
365,1250,272,2019-11-23,2020-01-20,29,1
366,282,667,2021-01-19,2021-02-20,9,1
367,1156,464,2021-05-10,2021-06-07,19,1
368,573,1533,2019-10-14,2019-11-26,21,1
369,1028,822,2021-02-28,2021-06-02,18,1
370,1312,1464,2019-12-31,2020-02-06,3,1
371,1194,1430,2021-04-15,2021-05-28,21,1
372,1513,539,2019-11-10,2019-12-20,4,1
373,1096,1295,2020-11-01,2020-12-09,3,1
374,1153,379,2020-12-16,2021-02-20,52,1
375,198,231,2019-10-14,2019-11-20,14,1
376,1048,749,2021-03-19,2021-05-05,18,1
377,1304,748,2021-01-31,2021-04-13,36,1
378,532,1437,2021-02-09,2021-03-04,16,1
379,303,1132,2021-01-08,2021-04-20,40,1
380,1762,346,2021-03-27,2021-05-11,27,1
381,1735,499,2021-12-14,2022-02-16,38,1
382,1380,265,2021-03-22,2021-05-16,5,1
383,13,1259,2020-01-26,2020-02-28,13,1
384,702,1187,2021-04-07,2021-05-19,12,1
385,387,1296,2019-01-17,2019-02-19,16,1
386,1901,595,2021-01-06,2021-02-08,19,1
387,1500,883,2021-11-08,2021-12-21,34,1
388,1934,381,2021-03-05,2021-04-08,3,1
389,1430,1456,2020-11-12,2021-01-15,25,1
390,927,716,2020-04-14,2020-05-11,21,1
391,1242,1275,2021-03-05,2021-04-15,20,1
392,65,1196,2020-01-22,2020-02-16,10,1
393,565,517,2020-10-12,2020-11-19,19,1
394,480,1346,2021-01-11,2021-02-26,13,1
395,983,331,2019-02-16,2019-05-20,65,1
396,911,1591,2020-09-05,2020-10-18,25,1
397,1550,1108,2019-02-05,2019-03-03,15,1
398,1809,1548,2020-12-18,2021-01-27,24,1
399,301,1599,2017-03-08,2017-04-22,18,1
400,700,903,2020-01-30,2020-04-12,58,1
401,1257,1013,2019-11-29,2020-01-27,47,1
402,1031,369,2020-03-01,2020-04-02,25,1
403,1076,904,2021-05-28,2021-07-04,29,1
404,131,326,2017-12-06,2018-02-16,57,1
405,1877,956,2021-02-08,2021-03-11,21,1
406,1788,1486,2021-10-08,2021-10-27,15,1
407,1312,1103,2021-04-14,2021-05-15,15,1
408,1443,1494,2020-04-28,2020-05-27,5,1
409,1888,964,2019-09-05,2019-10-08,26,1
410,1874,976,2020-11-10,2021-01-08,17,1
411,179,1367,2021-11-22,2022-01-29,40,1
412,104,1005,2021-05-19,2021-06-17,17,1
413,514,574,2021-06-29,2021-07-07,0,1
414,1802,589,2019-01-02,2019-02-06,14,1
415,729,646,2021-03-30,2021-05-13,8,1
416,500,279,2021-11-05,2021-12-03,22,1
417,908,1140,2021-10-25,2022-01-06,7,1
418,894,1531,2019-04-03,2019-05-11,11,1
419,1277,1034,2020-11-02,2020-12-20,4,1
420,1524,125,2018-10-02,2018-11-12,20,1
421,948,93,2021-02-10,2021-04-02,15,1
422,1329,1385,2019-02-20,2019-03-15,9,1
423,63,1499,2018-04-23,2018-06-14,31,1
424,821,599,2021-03-23,2021-05-29,6,1
425,1123,1288,2021-01-01,2021-02-17,9,1
426,759,734,2018-04-04,2018-05-27,21,1
427,1014,539,2019-03-27,2019-04-20,14,1
428,998,824,2019-12-16,2020-02-19,52,1
429,181,389,2021-02-12,2021-03-11,18,1
430,355,1518,2019-12-23,2020-01-17,15,1
431,1933,3,2019-10-24,2020-01-30,58,1
432,1245,753,2019-04-11,2019-05-09,19,1
433,1479,634,2019-11-16,2019-12-21,21,1
434,308,797,2017-04-02,2017-05-14,33,1
435,1110,1261,2021-12-30,2022-03-24,25,1
436,289,1247,2019-03-09,2019-05-10,24,1
437,1891,1040,2019-12-06,2020-02-04,48,1
438,1602,1303,2020-12-26,2021-03-21,17,1
439,419,45,2021-11-10,2021-12-23,12,1
440,937,177,2020-03-13,2020-05-05,37,1
441,1349,1531,2019-01-11,2019-03-10,11,1
442,1573,531,2018-02-09,2018-04-15,39,1
443,275,775,2021-12-23,2022-01-26,6,1
444,1463,382,2021-05-27,2021-06-30,3,1
445,724,389,2021-10-09,2021-11-01,2,1
446,447,1402,2018-11-06,2018-12-25,19,1
447,1767,499,2021-02-20,2021-04-15,21,1
448,758,1390,2019-11-15,2020-01-09,27,1
449,1173,275,2018-11-07,2018-12-15,19,1
450,1402,1370,2021-12-03,2021-12-19,11,1
451,1753,903,2020-12-06,2021-01-03,16,1
452,1243,470,2021-12-25,2022-02-04,24,1
453,1979,472,2020-12-16,2021-01-12,10,1
454,1991,297,2021-01-12,2021-03-06,31,1
455,1241,1187,2020-11-07,2021-01-21,22,1
456,342,720,2021-01-31,2021-03-05,9,1
457,1701,669,2020-03-30,2020-05-29,36,1
458,1207,341,2017-12-11,2018-02-03,27,1
459,1609,517,2020-01-26,2020-04-20,34,1
460,1786,1146,2021-11-02,2021-11-22,8,1
461,838,680,2021-12-05,2022-02-12,20,1
462,840,435,2020-10-07,2020-11-09,9,1
463,1021,331,2020-01-17,2020-02-12,18,1
464,1309,1508,2021-03-18,2021-04-23,28,1
465,543,304,2019-11-22,2020-01-12,5,1
466,1198,1090,2021-12-25,2022-03-04,55,1
467,1026,286,2020-12-21,2021-02-07,19,1
468,778,1345,2020-04-30,2020-05-28,16,1
469,1668,735,2018-03-18,2018-06-17,36,1
470,1228,1194,2021-01-18,2021-04-03,52,1
471,1998,188,2021-04-18,2021-06-06,19,1
472,444,467,2020-03-07,2020-04-20,8,1
473,164,415,2021-01-29,2021-03-12,8,1
474,109,969,2019-11-04,2019-11-26,2,1
475,441,1003,2018-11-27,2019-01-19,31,1
476,1816,1094,2020-01-15,2020-03-11,5,1
477,697,844,2020-04-22,2020-05-08,1,1
478,1697,928,2020-02-08,2020-04-13,52,1
479,1697,871,2021-01-13,2021-04-17,65,1
480,311,931,2020-12-04,2021-01-23,25,1
481,492,1131,2018-12-16,2019-02-14,24,1
482,242,63,2021-11-11,2021-12-24,25,1
483,458,758,2019-02-05,2019-03-04,8,1
484,332,1600,2018-12-26,2019-03-31,66,1
485,617,200,2019-12-02,2020-01-15,35,1
486,147,1210,2020-10-14,2020-12-19,6,1
487,342,1313,2021-12-29,2022-02-23,33,1
488,1894,538,2021-09-22,2021-11-18,11,1
489,13,99,2021-12-23,2022-01-31,3,1
490,903,1561,2019-10-03,2019-11-07,28,1
491,196,1501,2021-03-15,2021-05-22,47,1
492,1247,448,2017-12-10,2018-02-09,6,1
493,1007,1354,2020-02-23,2020-04-13,40,1
494,1140,431,2021-04-10,2021-06-19,56,1
495,1593,977,2021-01-11,2021-02-23,25,1
496,899,1016,2021-12-13,2022-01-08,15,1
497,25,551,2019-12-18,2020-02-04,33,1
498,1049,854,2018-01-12,2018-03-07,21,1
499,5,441,2021-09-24,2021-11-12,39,1
500,421,884,2021-01-05,2021-02-20,23,1
501,158,1111,2020-02-18,2020-03-27,26,1
502,1137,1403,2021-12-14,2022-01-06,2,1
503,813,626,2020-02-22,2020-04-09,32,1
504,679,733,2020-02-29,2020-04-21,15,1
505,1033,1390,2020-10-20,2020-12-12,31,1
506,1388,1365,2019-03-13,2019-04-04,8,1
507,603,741,2021-02-22,2021-05-19,51,1
508,970,1168,2016-02-15,2016-03-10,12,1
509,799,997,2021-01-12,2021-03-08,27,1
510,1230,646,2021-12-01,2022-02-07,40,1
511,1397,852,2019-01-01,2019-01-18,5,1
512,132,733,2019-12-10,2019-12-30,14,1
513,1447,1222,2020-01-29,2020-04-01,6,1
514,1401,304,2021-03-20,2021-05-24,39,1
515,180,820,2021-01-16,2021-03-15,17,1
516,909,1547,2019-01-10,2019-03-07,39,1
517,1767,7,2021-12-26,2022-02-08,26,1
518,1890,622,2021-01-28,2021-03-30,12,1
519,1233,1136,2021-02-12,2021-05-10,60,1
520,497,1578,2021-04-15,2021-05-22,3,1
521,915,98,2019-05-26,2019-06-29,6,1
522,1368,400,2021-01-25,2021-03-10,8,1
523,22,898,2021-12-15,2022-01-29,22,1
524,1652,873,2021-11-12,2022-01-02,30,1
525,1338,1334,2020-02-02,2020-03-05,19,1
526,1023,757,2020-03-31,2020-06-20,64,1
527,1275,794,2021-04-03,2021-05-10,25,1
528,1688,1509,2018-01-16,2018-03-16,17,1
529,3,681,2020-11-02,2020-11-30,14,1
530,1095,376,2021-12-12,2022-02-10,12,1
531,640,883,2021-03-30,2021-04-29,6,1
532,346,661,2019-02-07,2019-05-18,40,1
533,1804,512,2020-01-06,2020-03-11,45,1
534,1473,1302,2020-05-09,2020-06-23,22,1
535,422,640,2020-12-13,2021-01-21,15,1
536,1979,840,2021-12-18,2022-02-16,12,1
537,1071,958,2017-10-25,2017-11-30,28,1
538,1590,457,2019-11-14,2020-01-17,12,1
539,856,555,2021-12-30,2022-02-26,46,1
540,1259,422,2021-04-20,2021-06-30,49,1
541,707,1559,2020-02-21,2020-03-13,10,1
542,1934,19,2021-12-04,2022-01-07,10,1
543,997,113,2021-11-21,2021-12-24,9,1
544,568,239,2018-10-30,2018-11-23,4,1
545,1268,775,2021-03-06,2021-04-06,21,1
546,1985,1229,2020-01-13,2020-02-12,21,1
547,460,674,2021-03-15,2021-04-14,9,1
548,110,192,2021-12-12,2022-01-22,24,1
549,94,1593,2019-01-30,2019-03-16,18,1
550,1885,1282,2020-12-03,2020-12-20,5,1
551,208,1049,2017-12-14,2018-02-25,14,1
552,1819,1137,2021-09-06,2021-10-11,17,1
553,1351,636,2019-10-07,2019-11-01,10,1
554,1153,1014,2021-03-07,2021-06-09,65,1
555,724,603,2021-11-17,2022-02-02,38,1
556,825,1003,2018-04-05,2018-04-27,2,1
557,1095,1412,2018-03-18,2018-05-25,13,1
558,1390,1034,2019-04-15,2019-05-30,36,1
559,989,239,2019-10-10,2019-11-08,8,1
560,1817,768,2021-02-22,2021-05-05,28,1
561,1296,188,2021-01-23,2021-04-02,34,1
562,1828,1301,2021-11-06,2022-02-06,46,1
