90,3,2020-09-07,164,1
91,20,2021-08-27,182,1
92,69,2021-09-09,171,1
93,36,2019-09-23,194,1
94,33,2020-08-18,187,0
95,23,2021-09-20,181,1
96,30,2021-08-27,155,1
97,37,2017-09-22,180,1
98,32,2016-09-04,172,1
99,19,2017-09-05,169,1
100,43,2021-09-02,166,1
101,21,2021-08-17,191,1
102,2,2020-08-18,179,1
103,6,2019-08-14,188,1
104,13,2019-09-21,186,1
105,27,2019-08-12,165,1
106,45,2019-08-08,169,1
107,10,2017-09-11,152,1
108,37,2019-09-12,180,1
109,26,2017-08-24,184,1
110,38,2021-09-04,172,1
111,61,2020-09-29,177,1
112,47,2021-09-29,169,1
113,12,2021-09-20,172,1
114,6,2021-09-26,182,1
115,14,2021-09-19,186,1
116,30,2021-08-31,162,1
117,37,2021-09-27,187,1
118,29,2016-09-03,171,1
119,18,2021-09-20,176,1
120,26,2021-09-23,184,1
121,19,2020-09-07,162,1
122,69,2020-08-13,171,1
123,37,2020-08-06,194,1
124,6,2021-09-02,188,1
125,56,2018-09-28,179,0
126,48,2021-08-04,187,1
127,41,2021-08-20,186,1
128,20,2020-08-17,182,1
129,53,2020-08-24,185,1
130,18,2020-09-01,181,1
131,1,2021-08-15,171,1
132,46,2021-08-25,169,1
133,27,2018-09-02,159,1
134,6,2017-09-10,188,1
135,19,2017-08-23,155,1
136,38,2019-08-19,152,1
137,42,2019-08-21,182,1
138,50,2021-09-02,162,1
139,49,2020-09-27,187,1
140,46,2021-09-19,162,1
141,6,2021-09-02,188,1
142,58,2020-08-31,188,1
143,3,2021-09-04,174,1
144,69,2021-09-04,166,1
145,18,2021-09-30,161,1
146,20,2021-08-10,182,1
147,42,2019-09-27,182,1
148,33,2021-08-27,182,1
149,48,2021-09-28,177,1
150,39,2019-08-18,179,1
151,44,2021-08-05,182,1
152,58,2017-09-21,181,1
153,19,2018-08-18,162,1
154,30,2020-09-07,162,1
155,25,2016-08-14,184,1
156,6,2021-08-28,182,1
157,13,2021-09-25,176,1
158,37,2019-09-22,194,1
159,22,2020-08-14,192,1
160,28,2018-08-13,177,1
161,59,2021-08-18,192,1
162,14,2021-08-18,172,1
163,34,2021-08-01,192,1
164,55,2020-09-14,184,1
165,10,2021-08-04,172,1
166,34,2021-08-17,192,1
167,21,2021-08-03,191,1
168,37,2021-08-17,187,1
169,42,2021-08-27,188,1
170,14,2021-08-11,164,1
171,19,2020-09-21,155,1
172,59,2020-09-25,187,1
173,14,2019-09-09,172,1
174,45,2018-09-07,155,1
175,44,2021-09-10,174,1
176,15,2020-09-03,172,1
177,52,2019-08-14,191,1
178,18,2017-08-02,161,1
179,30,2020-08-14,162,1
180,20,2021-09-15,182,1
181,30,2020-08-28,162,1
182,1,2020-08-14,171,0
183,44,2021-08-07,190,1
184,5,2021-08-23,184,1
185,22,2020-09-20,182,1
186,44,2021-08-17,182,1
187,29,2020-08-09,176,1
188,1,2021-08-20,187,1
189,26,2020-09-28,184,1
190,38,2020-09-20,162,1
191,63,2020-08-07,176,1
192,41,2021-08-07,193,1
193,15,2020-09-14,186,1
194,50,2020-09-27,169,1
195,45,2021-08-16,162,1
196,10,2020-09-28,162,1
197,50,2021-09-07,169,1
198,1,2021-09-10,171,1
199,10,2018-09-01,162,1
200,70,2020-09-12,171,0
201,62,2018-08-01,181,0
202,10,2020-08-06,172,1
203,52,2020-08-05,191,1
204,42,2019-09-02,194,1
205,56,2021-09-10,172,1
206,48,2021-08-31,167,1
207,32,2021-08-10,172,1
208,1,2021-08-01,171,1
209,19,2020-09-23,169,1
210,58,2020-09-22,181,0
211,41,2020-08-29,193,1
212,48,2021-08-11,167,1
213,27,2016-09-11,165,1
214,48,2021-08-01,177,1
215,22,2020-09-01,187,1
216,29,2021-08-22,171,1
217,39,2021-08-07,162,0
218,48,2016-08-10,167,1
219,59,2016-09-29,192,1
220,18,2020-09-29,186,1
221,66,2021-09-27,177,1
222,19,2021-08-25,155,1
223,48,2018-09-21,177,1
224,21,2017-09-16,186,1
225,55,2020-08-21,191,1
226,3,2019-08-13,174,1
227,5,2019-08-19,190,1
228,41,2020-08-27,193,1
229,14,2021-08-23,178,1
230,12,2019-08-07,172,1
231,23,2021-08-10,186,1
232,14,2020-08-19,186,0
233,2,2017-08-18,190,1
234,19,2021-09-30,169,1
235,52,2021-08-09,191,1
236,37,2020-09-26,187,1
237,25,2021-09-28,190,1
238,30,2017-09-27,155,1
239,38,2021-09-17,162,1
240,50,2021-09-23,177,1
241,11,2021-09-13,152,1
242,53,2021-08-11,171,1
243,43,2021-08-26,166,1
244,47,2017-09-26,169,1
245,48,2017-09-17,167,1
246,36,2021-08-17,194,1
247,12,2020-09-07,162,1
248,5,2021-08-08,179,1
249,52,2019-09-04,186,1
250,53,2021-08-22,178,0
251,70,2021-09-27,166,1
252,3,2016-09-06,164,1
253,55,2018-08-11,184,0
254,59,2019-08-20,192,1
255,31,2020-08-14,178,1
256,36,2020-09-16,194,1
257,67,2016-09-03,186,1
258,50,2021-08-20,162,1
259,19,2019-08-12,162,0
260,69,2019-09-06,166,1
261,2,2020-09-02,190,0
262,69,2018-08-18,161,1
263,51,2021-09-04,181,1
264,2,2021-09-02,190,1
265,5,2019-09-10,190,1
266,46,2021-08-27,169,1
267,24,2020-08-17,184,1
268,3,2020-09-04,164,1
269,41,2016-08-22,193,1
270,60,2016-08-21,187,1
271,25,2017-08-09,184,1
272,15,2019-08-13,186,1
273,11,2019-08-25,162,1
274,69,2019-09-23,161,1
275,12,2016-09-02,172,1
276,48,2016-08-19,177,1
277,18,2021-09-07,176,1
278,1,2018-09-16,171,1
279,32,2017-09-17,162,1
280,38,2017-09-03,152,0
281,21,2021-09-10,171,1
282,62,2020-09-10,191,1
283,5,2021-08-21,190,1
284,41,2021-08-24,186,1
285,40,2019-08-09,179,1
286,33,2020-08-19,182,1
287,21,2021-08-12,171,1
288,41,2019-08-22,186,1
289,52,2021-08-24,171,1
290,1,2019-08-27,181,1
291,22,2020-09-25,182,1
292,13,2019-09-22,186,1
293,19,2021-08-12,169,1
294,70,2019-09-07,171,1
295,30,2020-08-25,162,1
296,30,2021-08-25,155,1
297,46,2018-08-08,155,0
298,21,2020-08-02,191,1
299,49,2021-09-17,187,1
300,2,2021-09-26,174,1
301,54,2021-08-25,187,1
302,44,2019-08-05,190,1
303,15,2020-09-13,178,1
304,19,2021-09-28,169,1
305,23,2021-08-24,176,1
306,40,2020-09-09,162,1
307,34,2016-08-12,177,1
308,47,2019-09-01,177,1
309,57,2021-09-12,184,1
310,32,2021-08-14,162,1
311,38,2021-08-29,162,1
312,3,2016-08-29,164,1
313,63,2017-08-25,176,1
314,36,2021-09-10,194,1
315,23,2021-08-29,181,1
316,34,2021-08-09,187,1
317,10,2016-09-01,162,1
318,30,2021-08-21,169,1
319,40,2016-09-25,172,1
320,34,2018-09-09,192,1
321,5,2019-08-07,190,1
322,53,2021-09-27,178,1
323,6,2021-08-29,182,1
324,23,2019-09-05,176,1
325,14,2020-08-30,172,1
326,49,2021-08-18,187,1
327,14,2018-08-17,172,1
328,41,2021-09-21,186,1
329,12,2017-09-24,162,1
330,14,2021-08-03,178,1
331,19,2020-08-12,162,1
332,19,2021-08-14,155,1
333,2,2019-09-27,174,1
334,40,2020-08-26,172,1
335,36,2021-08-12,194,0
336,35,2019-09-09,176,1
337,1,2020-08-03,187,1
338,60,2021-09-14,182,1
339,53,2020-08-27,171,1
340,41,2016-09-14,193,1
341,65,2018-09-06,192,1
342,43,2019-09-19,166,1
343,1,2018-08-06,181,1
344,36,2021-08-19,194,1
345,49,2016-08-13,187,1
346,30,2021-09-24,169,1
347,43,2018-09-18,182,1
348,19,2020-09-12,162,1
349,20,2016-09-24,166,1
350,1,2018-08-25,187,1
351,40,2021-09-03,162,1
352,23,2020-08-08,186,1
353,1,2019-09-22,187,1
354,65,2021-09-29,177,1
355,19,2020-09-08,162,1
356,43,2019-09-17,166,1
357,70,2021-08-18,166,1
358,24,2019-08-10,179,1
359,39,2021-08-06,172,1
360,3,2021-09-09,190,1
361,38,2018-09-02,152,1
362,70,2020-09-01,161,1
363,5,2020-09-19,174,1
364,12,2020-08-30,162,1
365,64,2021-09-14,191,1
366,66,2021-09-02,192,1
367,6,2020-09-30,182,1
368,21,2021-09-17,191,1
369,32,2018-08-02,167,1
370,13,2017-09-19,176,0
371,3,2020-09-05,190,1
372,35,2019-08-23,186,1
373,2,2021-08-15,179,1
374,41,2019-08-30,186,0
375,43,2020-09-13,166,1
376,19,2021-09-14,169,1
377,32,2021-09-11,167,1
378,2,2021-08-02,174,1
379,21,2021-08-06,171,1
380,48,2021-09-24,167,1
381,15,2021-09-29,172,1
382,27,2018-09-08,171,1
383,13,2016-08-18,176,1
384,11,2020-08-28,172,1
385,43,2020-09-12,182,0
386,44,2021-09-06,190,1
387,10,2019-09-26,162,1
388,39,2020-09-01,172,1
389,11,2021-08-05,162,1
390,49,2021-09-12,167,1
391,63,2021-09-16,186,1
392,2,2020-08-23,184,1
393,57,2019-09-26,184,1
394,70,2020-08-26,166,1
395,1,2020-09-30,181,0
396,1,2020-09-01,181,1
397,36,2021-09-10,194,1
398,34,2021-09-20,182,1
399,33,2021-08-26,177,1
400,30,2020-08-15,169,1
401,6,2019-09-16,182,0
402,56,2021-08-08,172,1
403,2,2020-09-17,174,1
404,31,2019-09-20,178,1
405,39,2019-08-31,172,1
406,32,2021-09-11,162,1
407,45,2021-08-06,169,1
408,40,2021-08-30,172,1
409,41,2018-09-18,186,1
410,40,2021-09-22,162,1
411,41,2021-09-14,186,1
412,1,2021-08-04,181,1
413,30,2021-09-08,169,1
414,48,2021-09-07,167,1
415,20,2018-09-23,174,0
416,66,2016-08-21,187,0
417,5,2020-09-25,190,1
418,6,2020-08-30,188,1
419,30,2021-09-21,169,1
420,61,2021-08-02,187,1
421,1,2021-08-22,187,1
422,36,2019-08-11,194,0
423,57,2021-08-31,163,1
424,55,2020-09-25,191,1
425,37,2021-09-09,180,1
426,54,2021-09-29,187,1
427,66,2020-08-15,187,1
428,10,2019-08-20,152,1
429,57,2020-09-21,163,1
430,59,2018-09-10,187,0
431,62,2021-08-20,176,1
432,18,2017-08-13,186,1
433,54,2021-08-25,175,1
434,30,2020-08-27,155,1
435,20,2020-08-20,182,1
436,25,2021-09-03,184,1
437,19,2021-09-10,169,1
438,15,2021-08-05,172,1
439,15,2018-09-28,186,1
440,52,2019-09-17,171,0
441,59,2021-08-06,192,1
442,58,2019-09-07,188,1
443,24,2020-08-03,179,1
444,14,2019-09-12,186,1
445,38,2021-08-30,162,1
446,53,2021-09-14,171,1
447,37,2020-08-19,180,1
448,53,2019-09-01,178,1
449,19,2020-09-08,162,1
450,41,2021-09-08,186,1
451,13,2020-08-28,176,1
452,70,2021-09-21,161,1
453,11,2018-09-11,172,1
454,12,2019-08-03,162,1
455,13,2018-08-04,186,1
456,5,2020-09-29,174,1
457,50,2021-08-20,169,1
458,42,2017-08-05,182,1
459,41,2021-08-30,193,1
460,43,2020-08-09,174,1
461,1,2021-09-23,187,1
462,42,2019-08-27,176,1
463,27,2021-08-20,165,1
464,36,2019-08-07,194,1
465,15,2020-09-17,156,1
466,32,2020-09-05,172,1
467,40,2021-08-10,179,1
468,41,2021-08-25,186,1
469,43,2020-09-22,174,1
470,23,2020-08-04,171,1
471,19,2020-09-29,162,1
472,52,2019-08-26,191,1
473,5,2021-08-28,184,1
474,6,2019-08-25,176,1
475,2,2021-09-17,179,1
476,5,2020-09-14,184,0
477,40,2019-09-26,172,1
478,55,2018-08-14,177,1
479,28,2021-08-18,170,1
480,15,2021-08-11,172,1
481,6,2021-08-08,188,1
482,15,2017-08-24,186,1
483,18,2021-08-12,176,1
484,49,2020-08-23,187,1
485,36,2016-09-24,194,1
486,32,2019-09-05,167,1
487,2,2021-08-27,174,1
488,34,2018-08-16,192,1
489,11,2021-09-22,162,1
490,42,2017-08-15,194,1
491,41,2017-08-19,186,1
492,57,2020-09-02,177,0
493,36,2021-09-08,194,1
494,65,2021-09-08,182,1
495,5,2019-08-06,179,0
496,45,2018-08-13,155,1
497,37,2018-09-08,187,1
498,42,2020-08-08,182,1
499,51,2018-09-09,171,1
500,15,2019-08-11,186,1
501,64,2020-08-22,176,1
502,29,2021-09-29,171,1
503,30,2021-09-22,169,1
504,42,2021-08-08,194,0
505,19,2020-09-13,169,1
506,20,2018-08-22,182,1
507,21,2020-08-05,181,1
508,14,2021-08-04,164,1
509,18,2021-09-09,186,1
510,61,2020-08-01,182,1
511,69,2019-09-15,171,0
512,61,2021-09-06,192,1
513,20,2021-08-04,182,1
514,63,2021-09-10,191,1
515,49,2021-09-19,187,0
516,2,2020-09-10,179,1
517,19,2017-09-10,162,1
518,55,2018-08-01,191,0
519,53,2019-08-22,171,1
520,55,2020-09-21,177,1
521,58,2021-09-23,181,1
522,52,2020-09-14,191,1
523,51,2019-08-27,161,0
524,42,2020-08-19,194,1
525,42,2020-08-31,176,1
526,69,2021-09-23,161,1
527,43,2020-09-02,182,1
528,40,2018-09-18,179,1
529,35,2021-09-06,181,1
530,35,2019-08-04,176,1
531,19,2020-08-03,155,1
532,13,2021-09-30,176,1
533,52,2017-09-13,191,1
534,53,2019-08-19,178,1
535,69,2021-09-17,166,1
536,55,2021-08-07,184,1
537,45,2021-09-19,155,1
538,18,2021-08-06,171,1
539,6,2016-09-17,176,1
540,48,2021-09-14,167,1
541,31,2021-09-15,185,1
542,51,2020-08-15,191,1
543,49,2021-08-24,187,1
544,21,2021-09-21,186,1
545,3,2018-09-06,179,1
546,30,2020-09-11,155,1
547,70,2016-09-09,171,1
548,34,2016-08-24,177,1
549,20,2021-08-02,166,1
550,46,2019-09-27,162,1
551,59,2020-08-31,192,1
552,30,2021-09-30,169,1
553,5,2019-08-25,190,1
554,12,2019-09-06,172,1
555,1,2021-09-02,181,1
556,51,2020-08-29,171,1
557,42,2020-08-17,188,1
558,49,2021-08-13,177,1
559,32,2016-08-11,167,1
560,41,2020-08-12,193,1
561,21,2020-09-20,176,1
562,30,2021-09-24,162,1
563,19,2018-08-01,169,1
564,30,2020-09-22,162,1
565,46,2019-09-21,155,0
566,51,2019-08-22,161,1
567,6,2021-08-02,188,1
568,56,2017-09-12,179,1
569,59,2021-08-03,192,1
570,65,2019-08-02,182,1
571,66,2019-09-30,187,1
572,13,2021-08-20,186,1
573,42,2017-08-04,176,1
574,36,2018-09-06,194,1
575,15,2021-09-23,186,1
576,38,2021-08-06,152,1
577,3,2018-09-22,184,1
578,41,2019-09-27,186,1
579,30,2018-08-24,169,1
580,42,2021-09-08,176,1
581,65,2017-08-17,192,1
582,69,2021-09-13,171,1
583,46,2020-08-30,162,1
584,36,2019-08-12,194,1
585,37,2021-09-20,194,0
586,15,2019-09-11,156,1
587,36,2021-09-28,194,1
588,11,2021-09-28,152,1
589,70,2021-09-13,171,1
590,14,2020-08-07,172,1
591,20,2021-08-08,182,1
592,30,2017-09-03,162,1
593,69,2021-08-16,171,1
594,1,2020-09-02,171,1
595,32,2017-08-30,162,1
596,3,2021-09-29,174,1
597,5,2021-08-30,174,1
598,2,2021-09-18,174,1
599,32,2021-09-26,167,1
600,5,2021-08-08,179,1
601,11,2021-08-10,162,1
602,26,2021-09-18,191,1
603,56,2019-09-01,179,0
604,56,2019-08-13,179,1
605,2,2020-09-03,190,1
606,54,2019-08-21,181,1
607,40,2019-08-30,172,1
608,36,2018-09-15,194,1
609,31,2021-09-12,178,1
610,37,2020-08-26,187,1
611,48,2021-08-23,177,1
612,53,2021-08-28,178,1
613,30,2019-09-20,169,1
614,53,2020-08-27,178,1
615,2,2021-08-04,179,1
616,48,2020-09-03,167,1
617,45,2019-08-10,169,1
618,70,2019-09-05,166,1
619,28,2017-09-29,177,1
620,5,2018-09-15,179,1
621,57,2021-09-09,170,1
622,40,2019-09-22,179,1
623,30,2018-09-23,155,1
624,14,2020-08-10,164,0
625,2,2021-09-10,184,1
626,28,2017-08-19,177,1
627,1,2020-09-08,171,0
628,2,2021-08-07,174,1
629,14,2021-09-04,164,1
630,53,2021-09-22,178,1
631,48,2021-09-25,167,1
632,28,2017-09-02,177,1
633,43,2021-09-13,166,1
634,43,2017-08-25,166,1
635,29,2021-09-16,181,1
636,47,2021-09-18,177,1
637,31,2021-09-11,185,1
638,49,2018-08-25,187,1
639,67,2020-09-05,186,0
640,36,2017-09-01,194,1
641,47,2021-08-01,177,1
642,37,2021-08-11,180,1
643,3,2020-09-30,184,1
644,56,2016-09-20,179,1
645,19,2017-08-03,155,1
646,30,2020-09-10,155,1
647,22,2021-08-02,177,1
648,5,2018-08-12,184,1
649,31,2017-08-01,171,1
650,33,2019-09-28,182,1
651,31,2021-09-16,178,1
652,54,2020-08-29,175,1
653,68,2021-08-07,179,1
654,5,2016-08-10,190,1
655,32,2018-08-05,172,1
656,1,2021-08-09,181,1
657,32,2021-09-11,172,1
658,67,2020-08-12,186,0
659,61,2020-08-20,187,1
660,42,2020-08-22,188,1
661,42,2021-09-18,188,1
662,1,2017-09-17,187,1
663,2,2021-08-26,179,1
664,32,2018-08-13,172,1
665,21,2020-08-05,171,1
666,47,2019-09-19,177,1
667,43,2018-09-08,174,1
668,32,2018-08-19,172,1
669,18,2020-08-22,171,0
670,37,2021-09-26,194,1
671,30,2021-09-13,162,1
672,39,2021-08-25,179,1
673,46,2017-09-28,169,1
674,21,2020-08-15,171,1
675,18,2021-08-25,161,1
676,62,2021-08-10,181,1
677,44,2020-08-25,174,1
678,2,2021-08-30,174,1
679,33,2020-09-20,192,1
680,41,2020-09-15,186,1
681,6,2021-08-13,176,1
682,45,2020-09-11,155,1
683,21,2020-09-17,171,1
684,2,2021-09-25,174,1
685,19,2019-09-27,155,1
686,68,2020-08-20,189,1
687,28,2021-09-10,170,1
688,60,2020-09-18,192,1
689,52,2019-08-12,181,1
690,56,2017-08-04,172,1
691,20,2021-08-03,182,1
692,37,2019-09-27,187,1
693,3,2021-08-30,179,1
694,30,2021-09-01,169,1
695,63,2021-09-09,191,1
696,39,2017-08-02,172,1
697,69,2021-08-17,171,1
698,42,2016-08-03,176,1
699,15,2021-08-14,172,0
700,23,2021-09-17,181,1
701,3,2018-09-19,179,1
702,20,2021-08-05,174,1
703,34,2018-09-13,182,0
704,2,2019-08-29,174,1
705,22,2016-08-28,182,1
706,33,2020-09-29,187,1
707,2,2021-08-06,184,1
708,70,2019-08-10,171,1
709,37,2021-09-15,194,1
710,67,2016-08-21,186,1
711,19,2021-09-27,162,1
712,70,2021-09-03,166,1
713,34,2018-08-16,187,0
714,19,2019-09-06,162,1
715,18,2021-08-05,171,1
716,48,2021-09-28,177,1
717,2,2017-08-07,184,1
718,6,2020-08-09,182,1
719,56,2017-09-07,172,1
720,40,2020-09-29,172,1
721,20,2020-09-24,182,1
722,46,2017-09-03,169,1
723,63,2020-09-22,176,1
724,37,2019-08-15,194,1
725,55,2021-09-05,177,1
726,2,2021-09-11,184,1
727,20,2019-08-31,182,0
728,3,2018-08-12,184,1
729,55,2021-08-10,184,1
730,31,2021-08-28,185,1
731,22,2019-09-08,192,1
732,49,2018-09-21,187,1
733,45,2019-09-08,169,1
734,6,2021-08-08,182,1
735,48,2021-09-16,167,1
736,30,2020-08-02,162,1
737,6,2021-08-14,176,1
738,70,2020-09-24,171,1
739,18,2018-08-04,176,1
740,6,2019-08-27,176,1
741,69,2020-08-29,171,0
742,35,2021-09-18,186,1
743,15,2021-08-23,156,1
744,6,2019-09-17,176,0
745,23,2016-09-24,186,1
746,11,2020-08-22,152,1
747,63,2020-08-31,171,1
748,14,2017-08-22,172,1
749,3,2016-08-11,174,1
750,60,2021-09-26,182,0
751,20,2021-08-03,166,1
752,6,2021-09-12,188,1
753,41,2021-08-09,193,1
754,70,2021-08-24,171,1
755,2,2018-09-12,179,1
756,23,2019-08-22,186,1
757,3,2020-09-20,190,1
758,2,2020-08-25,179,0
759,49,2019-08-29,177,1
760,13,2021-08-12,186,1
761,53,2020-09-27,185,1
762,32,2020-08-17,172,1
763,32,2017-08-09,162,1
764,42,2020-08-23,194,1
765,33,2020-09-16,182,1
766,1,2021-08-19,187,1
767,6,2019-09-09,188,0
768,14,2018-09-30,172,1
769,2,2020-09-22,174,1
770,18,2020-09-14,171,1
771,28,2021-09-04,170,1
772,58,2021-08-14,181,1
773,2,2021-09-26,179,1
774,64,2019-09-25,191,0
775,53,2021-09-30,185,1
776,56,2021-08-20,179,1
777,53,2018-08-19,178,1
778,3,2021-08-01,179,1
779,23,2021-09-04,186,1
780,30,2020-08-11,169,1
781,35,2019-09-27,176,1
782,33,2021-09-05,182,1
783,70,2019-08-04,166,1
784,68,2021-09-09,184,1
785,46,2021-09-13,162,1
786,15,2019-08-28,164,1
787,50,2021-09-28,177,1
788,32,2020-08-11,167,1
789,18,2021-08-28,186,1
790,36,2019-09-19,194,1
791,14,2021-08-02,186,1
792,13,2021-08-21,186,1
793,31,2020-08-01,171,1
794,2,2019-08-07,184,1
795,50,2020-08-04,169,1
796,5,2021-08-25,179,1
797,47,2020-08-23,162,1
798,69,2021-09-19,161,1
799,52,2020-08-07,191,1
800,14,2020-09-08,178,1
801,49,2021-08-09,187,1
802,51,2020-09-09,181,1
803,48,2019-08-25,167,1
804,58,2019-09-22,181,1
805,2,2019-08-12,190,1
806,47,2018-08-18,162,1
807,47,2020-08-25,177,1
808,2,2021-09-13,184,1
809,21,2021-08-16,171,1
810,32,2020-09-15,172,1
811,11,2021-08-07,172,1
812,68,2019-09-29,179,1
813,28,2018-08-14,177,1
814,18,2021-08-04,171,1
815,2,2019-08-29,184,1
816,63,2021-09-16,171,1
817,20,2021-08-31,174,0
818,30,2020-08-30,169,1
819,23,2021-08-02,181,1
820,34,2021-09-06,187,1
821,63,2020-08-13,191,1
822,6,2020-08-31,182,0
823,34,2021-09-05,192,1
824,20,2018-09-05,182,1
825,58,2019-08-08,188,1
826,6,2019-09-04,176,1
827,25,2016-08-14,177,1
828,13,2019-09-23,176,1
829,23,2019-09-04,176,1
830,45,2021-09-30,169,1
831,24,2018-09-18,179,1
832,45,2018-09-16,162,1
833,15,2019-08-10,156,1
834,5,2020-09-01,179,1
835,2,2019-08-22,174,1
836,36,2021-09-01,194,1
837,50,2020-08-31,177,1
838,1,2020-08-05,187,1
839,15,2021-09-02,164,0
840,41,2020-08-07,193,1
841,30,2018-09-01,155,1
842,49,2019-08-24,167,1
843,44,2019-09-15,174,1
844,5,2020-08-28,190,1
845,6,2019-09-12,176,1
846,26,2020-09-23,184,1
847,21,2021-09-01,171,1
848,24,2021-09-28,189,1
849,19,2019-09-29,162,1
850,20,2021-09-09,174,1
851,24,2021-08-08,189,1
852,3,2021-08-29,190,1
853,36,2018-09-10,194,1
854,61,2018-09-27,187,1
855,51,2017-08-16,181,1
856,51,2021-08-12,161,1
857,59,2019-09-03,177,1
858,19,2021-09-04,162,1
859,57,2020-08-17,170,1
860,38,2021-09-14,172,1
861,30,2019-09-23,169,1
862,34,2021-08-27,182,1
863,30,2019-08-12,155,1
864,3,2020-08-18,174,1
865,48,2016-09-04,167,1
866,41,2017-09-02,193,1
867,49,2021-08-29,167,1
868,1,2019-09-12,187,1
869,46,2017-09-17,155,1
870,3,2020-09-25,190,1
871,69,2020-08-06,166,1
872,5,2020-09-30,179,1
873,12,2021-09-08,172,1
874,2,2021-08-30,184,1
875,63,2021-08-22,191,1
876,1,2019-09-27,171,1
877,3,2021-08-24,190,1
878,23,2019-09-17,171,1
879,18,2021-08-12,161,1
880,40,2021-08-07,172,1
881,63,2021-09-07,186,1
882,23,2019-08-01,186,1
883,15,2018-08-19,164,0
884,30,2021-08-10,162,1
885,31,2021-09-25,185,1
886,13,2021-09-21,176,1
887,24,2021-08-07,189,1
888,51,2020-09-18,181,1
889,19,2020-09-01,162,1
890,46,2021-09-26,169,1
891,10,2016-09-04,162,1
892,1,2021-08-18,171,1
893,21,2018-08-27,186,1
894,56,2021-09-03,186,1
895,6,2021-09-23,188,1
896,60,2021-08-26,182,1
897,36,2018-08-14,194,0
898,60,2017-09-24,187,1
899,15,2020-09-09,172,1
900,49,2020-09-02,167,1
901,19,2020-09-24,169,1
902,50,2020-09-18,169,1
903,19,2019-09-11,162,1
904,29,2021-08-04,187,1
905,6,2021-08-26,182,1
906,68,2019-08-20,184,1
907,12,2020-09-22,162,1
908,40,2021-08-17,162,1
909,36,2017-08-27,194,1
910,70,2018-08-31,166,1
911,36,2020-08-30,194,1
912,6,2021-08-07,188,1
913,1,2021-09-18,187,1
914,53,2021-09-07,178,1
915,50,2021-08-24,177,1
916,20,2021-08-09,174,1
917,68,2021-09-01,179,1
918,26,2021-08-26,184,1
919,43,2021-08-02,174,1
920,20,2021-08-22,174,1
921,36,2020-08-18,194,1
922,11,2016-09-07,162,1
923,6,2020-09-28,188,1
924,2,2019-08-17,190,1
925,50,2021-08-15,169,1
926,63,2021-08-02,191,1
927,25,2020-08-31,184,1
928,37,2021-09-28,180,1
929,10,2019-09-22,162,1
930,14,2017-08-22,164,1
931,11,2017-09-04,172,1
932,2,2021-09-23,190,1
933,5,2021-09-20,179,1
